employee_id,Nama,domisili,jenis_kelamin,date_of_birth,join_date,resign_date,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,churn_status
EM4836,Cakrawala Wahyuni,Kota Jakarta Utara,Perempuan,1978-10-07,2023-10-09,,Married,0,D3,8.0,9.72,Corporate Strategy & Communications,Senior,6684887.94944911,,3,3,0
EM11606,Warta Uyainah,Kota Jakarta Selatan,Laki-laki,2000-09-02,2023-09-05,2024-02-25,Married,0,SLTA,11.0,9.59,Service & Support,Staff,2252742.0,,2,3,0
EM13148,Dina Rajasa,Kabupaten Bekasi,Perempuan,1979-01-13,2022-11-27,,Divorce,2,S1,3.0,9.86,HR,Manager,13612384.597138036,,3,3,0
EM9843,Bala Purnawati,Kabupaten Bekasi,Laki-laki,1986-01-01,2023-05-15,,Divorce,2,S1,2.0,9.8,HR,Junior,5385216.0,1.0,1,3,0
EM3719,Maya Pranowo,Kabupaten Bekasi,Perempuan,1975-10-24,2023-10-09,,Married,3,D1,4.0,9.28,Corporate Strategy & Communications,Senior,10345863.240788594,1.0,3,4,0
EM6974,Najib Mansur,Kota Bekasi,Perempuan,1980-07-22,2023-01-11,,Married,3,S1,3.0,9.59,Engineering & IT,Senior,12218070.09688765,1.0,4,4,0
EM9027,Ella Kuswandari,Tangerang,Laki-laki,1976-07-28,2023-06-20,,Married,2,S1,0.0,9.78,Finance & Accounting,Senior,14435198.40001823,,3,3,0
EM6438,Wakiman Suwarno,Kota Jakarta Barat,Perempuan,1973-04-10,2020-07-04,2023-08-07,Married,2,SLTA,6.0,9.79,HR,Senior,11436372.711098729,,3,4,0
EM5543,Keisha Ardianto,Tangerang,Laki-laki,1977-12-20,2021-08-01,,Married,3,S1,2.0,9.79,Creative & Design,Manager,13188550.64241452,,4,3,0
EM2574,Surya Rahayu,Kota Jakarta Selatan,Laki-laki,1972-02-04,2022-02-21,,Married,0,D3,5.0,9.82,Marketing,Manager,9217455.731208447,,4,4,0
EM15065,Mulyanto Fujiati,Kabupaten Bekasi,Laki-laki,1994-11-04,2023-10-10,,Married,2,S1,0.0,9.6,Engineering & IT,Senior,8441731.0,,4,3,0
EM3938,Wardi Rajasa,Kabupaten Bekasi,Laki-laki,1995-09-07,2023-08-26,,Married,1,S1,3.0,9.2,Engineering & IT,Junior,6174535.0,,2,2,0
EM4170,Mutia Mangunsong,Kota Jakarta Utara,Laki-laki,1987-07-28,2020-09-18,,Married,3,D1,2.0,9.55,Finance & Accounting,Staff,4967045.0,,1,1,0
EM12963,Bagiya Lazuardi,Kabupaten Bogor,Perempuan,1980-03-08,2023-04-10,,Married,1,S1,0.0,9.64,Creative & Design,Senior,10883922.987662876,1.0,4,3,0
EM2289,Ajiman Marbun,Kota Jakarta Timur,Perempuan,1990-11-13,2020-07-27,,Married,2,S1,2.0,9.87,Finance & Accounting,Junior,6439297.0,,1,1,0
EM4698,Cahyanto Mansur,Kota Jakarta Barat,Laki-laki,1994-11-12,2023-07-04,2024-02-28,Married,1,D3,9.0,9.31,Creative & Design,Staff,3253039.0,,2,3,0
EM4791,Cakrawangsa Andriani,Tangerang,Perempuan,1984-01-22,2021-05-16,2024-10-04,Married,3,D3,2.0,9.34,Service & Support,Staff,3708744.0,,3,3,0
EM15212,Artanto Siregar,Kabupaten Bekasi,Laki-laki,1989-09-08,2020-10-01,,Married,1,D2,4.0,9.44,HR,Staff,4947520.0,,3,3,0
EM2490,Mujur Situmorang,Kota Depok,Laki-laki,1990-04-29,2023-06-06,,Married,1,D2,5.0,9.78,Finance & Accounting,Staff,4717171.0,,2,2,0
EM5229,Tirtayasa Saragih,Kabupaten Bekasi,Perempuan,1983-03-11,2020-05-08,2024-06-16,Married,2,SLTA,9.0,9.32,Operations,Senior,12112960.081879232,,4,3,0
EM4633,Malika Damanik,Kota Depok,Laki-laki,1977-01-06,2022-12-01,,Married,0,D3,2.0,9.45,Creative & Design,Manager,10237955.1893192,,3,3,0
EM9952,Gangsar Ramadan,Kabupaten Bogor,Laki-laki,1976-10-26,2023-04-10,,Married,0,S1,2.0,9.23,HR,Manager,13034366.403351184,,3,4,0
EM15317,Oliva Winarno,Kota Jakarta Timur,Perempuan,1987-07-26,2024-10-22,,Married,0,S1,1.0,9.06,Creative & Design,Junior,7222007.0,1.0,2,1,1
EM7085,Estiawan Tarihoran,Kota Bekasi,Perempuan,1998-01-22,2021-11-20,,Divorce,0,S1,1.0,9.66,Finance & Accounting,Junior,8249632.0,,3,1,0
EM8350,Ian Budiman,Kota Jakarta Selatan,Laki-laki,1993-10-12,2023-07-24,,Married,0,S1,0.0,9.87,Engineering & IT,Junior,5556973.0,1.0,3,2,0
EM12144,Himawan Anggraini,Kabupaten Bekasi,Laki-laki,1977-05-05,2024-03-02,,Married,3,S1,2.0,9.55,Finance & Accounting,Manager,14126283.917548286,1.0,3,3,0
EM14911,Ilyas Budiman,Kabupaten Bekasi,Perempuan,1984-12-22,2020-10-24,,Married,3,D1,4.0,9.19,HR,Staff,3439576.0,,3,3,0
EM0179,Nurul Latupono,Kabupaten Bogor,Laki-laki,1999-10-03,2022-08-30,2023-03-01,Single,0,D1,6.0,9.84,Service & Support,Staff,4488631.0,,2,1,0
EM8261,Elisa Pradipta,Tangerang,Perempuan,1993-08-08,2022-10-23,,Single,0,D3,3.0,9.77,Creative & Design,Staff,4679987.0,,1,2,0
EM5332,Dagel Damanik,Kabupaten Bekasi,Perempuan,1982-09-30,2024-01-26,2024-07-07,Married,3,D2,3.0,9.07,Corporate Strategy & Communications,Senior,9594572.66403037,,3,3,0
EM6135,Omar Natsir,Tangerang,Perempuan,1981-04-17,2020-10-31,,Married,1,S1,2.0,9.25,Engineering & IT,Senior,16488531.681633946,,4,4,0
EM9889,Harimurti Manullang,Tangerang,Laki-laki,1973-06-13,2021-09-04,,Married,3,S1,1.0,9.33,HR,Manager,15109730.517719064,1.0,4,3,0
EM4876,Mulya Zulkarnain,Kota Depok,Laki-laki,2000-10-21,2020-03-14,2024-04-22,Single,0,D2,3.0,9.34,Finance & Accounting,Staff,4132320.0,,3,2,0
EM1172,Ganda Sirait,Kota Jakarta Barat,Laki-laki,1998-10-07,2021-02-01,,Married,1,S1,0.0,9.26,HR,Junior,6076053.0,,1,2,0
EM13567,Kayla Ardianto,Kota Jakarta Utara,Perempuan,1979-06-21,2020-05-30,,Married,2,SLTA,5.0,9.46,Corporate Strategy & Communications,Manager,6065948.393844579,,4,3,0
EM10764,Saiful Permata,Tangerang,Laki-laki,1997-07-22,2023-05-17,2023-12-24,Married,3,D3,1.0,9.68,Operations,Staff,3261101.0,,1,2,0
EM1389,Pardi Prabowo,Kabupaten Bekasi,Laki-laki,1979-10-03,2022-12-26,,Married,3,D1,1.0,9.7,HR,Manager,10514127.643799026,,3,4,0
EM10754,Galih Simanjuntak,Kabupaten Bekasi,Perempuan,1973-05-22,2023-04-05,2024-01-31,Married,1,D3,8.0,9.78,HR,Senior,6246497.312578015,,3,3,0
EM14345,Jayadi Lestari,Kota Jakarta Utara,Laki-laki,1996-06-10,2022-10-16,,Married,1,D3,6.0,9.89,Finance & Accounting,Staff,3568858.0,,2,3,0
EM15246,Waluyo Budiman,Kota Jakarta Utara,Laki-laki,1981-11-08,2022-10-04,,Married,3,S1,2.0,9.4,Operations,Senior,11915561.884046989,,4,4,0
EM3351,Cahyanto Maheswara,Kota Depok,Laki-laki,1985-05-18,2020-09-22,,Married,2,S1,0.0,9.18,Marketing,Senior,10836354.22380161,1.0,3,3,0
EM11827,Adinata Haryanto,Tangerang,Laki-laki,1973-11-12,2023-08-03,,Married,2,SLTA,6.0,9.83,Service & Support,Senior,14290374.463550556,,4,4,0
EM14566,Lili Kusmawati,Kabupaten Bogor,Laki-laki,1983-01-19,2023-07-26,,Married,3,S1,3.0,9.59,Marketing,Manager,12461897.725157129,,3,4,0
EM0475,Jasmani Prakasa,Kota Jakarta Timur,Perempuan,1977-04-16,2023-05-29,,Married,3,S1,0.0,9.47,Corporate Strategy & Communications,Senior,10908508.97219644,,4,4,0
EM1153,Taswir Farida,Kabupaten Bogor,Laki-laki,1978-12-20,2021-11-28,,Married,0,D2,6.0,9.64,Service & Support,Manager,6678786.151331431,,4,3,0
EM8551,Teguh Suryatmi,Kabupaten Bogor,Perempuan,1987-06-16,2020-04-12,,Married,2,S1,3.0,9.46,Finance & Accounting,Junior,6530895.0,,3,3,0
EM8018,Heru Mulyani,Kabupaten Bekasi,Laki-laki,1998-09-26,2021-06-27,2024-07-28,Married,0,SLTA,4.0,9.57,Engineering & IT,Staff,1808980.0,,3,1,0
EM2926,Asmianto Wibowo,Kota Jakarta Timur,Laki-laki,1986-12-03,2022-05-09,2023-03-01,Divorce,1,D2,7.0,9.74,Service & Support,Staff,3888850.0,,3,3,0
EM13858,Tedi Permata,Kota Jakarta Timur,Perempuan,1988-12-18,2022-10-26,,Married,2,S1,2.0,9.13,Service & Support,Junior,5805524.0,1.0,2,3,0
EM1125,Dina Damanik,Kota Jakarta Pusat,Perempuan,1981-09-30,2023-09-05,2024-08-03,Married,1,SLTA,0.0,9.78,HR,Senior,9978377.618162652,,3,4,0
EM15673,Gina Sihotang,Kota Jakarta Selatan,Perempuan,1977-10-30,2021-10-08,,Divorce,0,S1,2.0,9.74,HR,Manager,11998074.59560827,,4,4,0
EM9562,Suci Rahmawati,Tangerang,Laki-laki,1972-12-27,2022-11-15,,Divorce,0,SLTA,15.0,9.74,Marketing,Manager,11645903.95669556,,3,4,0
EM3673,Argono Januar,Kota Jakarta Barat,Laki-laki,1984-06-20,2020-06-10,,Married,1,S1,0.0,9.4,Finance & Accounting,Junior,6757496.0,,1,1,0
EM0141,Anastasia Hasanah,Kota Jakarta Pusat,Perempuan,1971-10-17,2020-04-04,2024-08-22,Married,1,D1,3.0,9.87,Operations,Senior,6653388.842575833,,4,3,0
EM5831,Xanana Kusumo,Kota Jakarta Pusat,Perempuan,1977-08-17,2020-02-27,,Married,1,S1,2.0,9.32,Operations,Senior,14546794.359591296,1.0,4,4,0
EM5177,Wage Ardianto,Tangerang,Laki-laki,1996-04-18,2024-10-10,,Single,0,S1,1.0,9.51,Service & Support,Junior,5778516.0,,1,1,1
EM3971,Warsita Pradana,Kota Bogor,Laki-laki,1972-04-04,2020-12-14,,Married,2,S1,2.0,9.28,Corporate Strategy & Communications,Senior,12332789.68057166,,4,4,0
EM3257,Darijan Pradipta,Tangerang,Perempuan,1993-08-10,2020-11-23,2024-03-01,Single,0,SLTA,15.0,9.1,Operations,Staff,1165960.0,,3,1,0
EM15024,Kenzie Haryanto,Kabupaten Bogor,Laki-laki,1982-05-22,2022-11-02,,Married,2,S1,1.0,9.46,Creative & Design,Manager,12808700.837088397,,4,3,0
EM4442,Titin Suryatmi,Kabupaten Bogor,Perempuan,1995-05-05,2021-03-27,2024-06-03,Married,1,SLTA,7.0,9.32,HR,Staff,2496690.0,,3,1,0
EM10865,Caraka Prabowo,Kota Jakarta Pusat,Laki-laki,1999-08-20,2020-05-09,2024-06-29,Single,0,SLTA,9.0,9.73,Operations,Staff,1367846.0,,1,1,0
EM8818,Septi Mandala,Kabupaten Bekasi,Laki-laki,1975-10-28,2022-08-19,,Married,3,S1,4.0,9.76,Finance & Accounting,Senior,11966248.967316337,,3,4,0
EM15677,Patricia Simbolon,Kota Jakarta Utara,Perempuan,1970-10-01,2021-10-14,,Married,2,SLTA,7.0,9.05,Corporate Strategy & Communications,Manager,11281638.190812904,,4,3,0
EM10129,Kurnia Maulana,Kabupaten Bekasi,Perempuan,1999-05-17,2020-11-29,,Single,0,S1,4.0,9.8,Operations,Junior,5334878.0,,2,3,0
EM8354,Jindra Sirait,Kota Jakarta Barat,Perempuan,1997-01-11,2024-08-03,,Single,0,D1,3.0,9.42,Operations,Staff,3962744.0,,2,2,1
EM2590,Mala Sihombing,Kabupaten Bekasi,Perempuan,1995-08-26,2021-05-02,,Married,1,S1,4.0,9.07,Marketing,Junior,5044040.0,,1,1,0
EM6367,Raden Wastuti,Kabupaten Bogor,Perempuan,1982-02-08,2023-11-24,,Married,2,S1,0.0,9.42,Marketing,Manager,14813340.39521022,,3,4,0
EM13889,Tasnim Nuraini,Kabupaten Bekasi,Laki-laki,1969-07-31,2020-01-02,,Married,2,D1,2.0,9.42,Corporate Strategy & Communications,Manager,8929652.194221528,1.0,4,4,0
EM3632,Adinata Mardhiyah,Tangerang,Perempuan,1980-08-26,2023-01-19,,Married,0,S1,4.0,9.71,Engineering & IT,Manager,13861956.05009071,,3,3,0
EM3085,Dasa Saefullah,Tangerang,Laki-laki,1989-08-18,2020-08-28,,Married,2,S1,1.0,9.8,Corporate Strategy & Communications,Junior,5977767.0,1.0,2,2,0
EM7449,Hasim Pangestu,Kabupaten Bogor,Laki-laki,1990-03-31,2023-10-30,,Married,0,S1,1.0,9.58,Corporate Strategy & Communications,Senior,9155605.0,,3,3,0
EM3214,Cemeti Mangunsong,Tangerang,Laki-laki,1972-01-20,2023-08-19,,Married,4,SLTA,5.0,9.14,Service & Support,Senior,12591415.767394455,,3,4,0
EM1349,Prabowo Saefullah,Kota Jakarta Selatan,Laki-laki,1978-12-30,2023-08-22,,Married,2,D3,3.0,9.31,Marketing,Manager,9709315.29393061,,3,3,0
EM1572,Sabar Wahyuni,Kota Jakarta Selatan,Laki-laki,1988-05-28,2021-07-13,2024-09-21,Married,2,SLTA,13.0,9.41,Finance & Accounting,Staff,2083916.0,,2,1,0
EM3034,Harsanto Aryani,Kota Jakarta Utara,Laki-laki,1991-06-09,2022-04-14,,Married,0,S1,3.0,9.18,Corporate Strategy & Communications,Junior,5966769.0,,3,1,0
EM0584,Surya Siregar,Tangerang,Perempuan,1977-08-17,2023-03-10,,Married,2,S1,1.0,9.3,Finance & Accounting,Senior,14193165.029519953,,4,3,0
EM13036,Karen Susanti,Kabupaten Bekasi,Perempuan,1978-11-15,2023-11-22,,Married,3,S1,4.0,9.17,Operations,Senior,14145919.67500681,,4,4,0
EM11991,Estiawan Susanti,Kota Jakarta Utara,Perempuan,1990-11-20,2022-12-27,2023-04-01,Married,0,SLTA,1.0,9.35,Operations,Staff,1831828.0,,1,3,0
EM14135,Gamani Agustina,Tangerang,Perempuan,1993-03-14,2023-12-12,2024-04-01,Married,1,SLTA,7.0,9.1,Creative & Design,Staff,1101135.0,,2,2,0
EM7504,Alika Mandasari,Kota Jakarta Timur,Perempuan,1994-09-11,2020-02-27,2023-05-23,Married,0,D2,5.0,9.19,Corporate Strategy & Communications,Staff,3368042.0,,3,2,0
EM8032,Kayun Thamrin,Kota Depok,Laki-laki,1988-06-02,2023-08-01,,Divorce,2,S1,1.0,9.74,Marketing,Junior,5830372.0,,2,1,0
EM7956,Teguh Prayoga,Kota Jakarta Timur,Laki-laki,1971-09-18,2023-12-05,,Married,0,S1,2.0,9.86,Corporate Strategy & Communications,Manager,10915100.971680708,,3,3,0
EM10601,Aslijan Samosir,Kabupaten Bekasi,Perempuan,1984-04-12,2024-08-11,,Married,0,S1,1.0,9.77,Marketing,Junior,5244024.0,,1,2,1
EM7720,Victoria Kurniawan,Tangerang,Laki-laki,1989-09-17,2021-02-27,,Single,0,D3,2.0,9.07,HR,Staff,4925201.0,,1,3,0
EM11248,Mahmud Prakasa,Kota Jakarta Pusat,Perempuan,1993-07-01,2023-06-27,2024-01-23,Single,0,D1,0.0,9.79,Operations,Staff,4489357.0,,3,1,0
EM1688,Rahayu Mahendra,Kota Bekasi,Perempuan,1989-01-11,2022-06-12,,Married,1,S1,1.0,9.78,Engineering & IT,Junior,6683142.0,,2,3,0
EM7992,Salwa Permadi,Kota Jakarta Utara,Perempuan,1974-12-12,2022-04-13,,Married,3,S1,1.0,9.7,Engineering & IT,Senior,10565240.683658076,,3,4,0
EM11600,Vanesa Palastri,Tangerang,Laki-laki,1994-06-18,2023-08-19,,Single,0,S1,1.0,9.26,Creative & Design,Junior,6318043.0,,3,3,0
EM2724,Harjaya Riyanti,Kabupaten Bekasi,Laki-laki,1990-08-13,2021-08-14,,Married,3,S1,1.0,9.81,Corporate Strategy & Communications,Junior,7324226.0,,2,2,0
EM5539,Kariman Yulianti,Kota Bekasi,Perempuan,1976-01-01,2020-07-27,,Married,1,D3,7.0,9.72,Finance & Accounting,Manager,8893952.1444153,1.0,3,3,0
EM14295,Hairyanto Sihotang,Kota Jakarta Barat,Laki-laki,1987-12-12,2021-06-17,2024-10-25,Married,3,D1,7.0,9.77,Service & Support,Staff,3623116.0,,1,3,0
EM5082,Banawi Mandasari,Kota Depok,Perempuan,1976-12-01,2020-01-24,2024-01-31,Married,2,D2,1.0,9.55,Operations,Senior,9800614.888161212,,3,3,0
EM2760,Paulin Purnawati,Kabupaten Bekasi,Perempuan,1995-08-23,2023-11-08,2024-04-04,Single,0,SLTA,3.0,9.42,Operations,Staff,2531261.0,,1,3,0
EM5557,Bakda Thamrin,Tangerang,Laki-laki,1992-09-08,2021-08-31,,Married,2,S1,2.0,9.35,Creative & Design,Junior,5172152.0,,2,1,0
EM1750,Ihsan Zulaika,Kota Jakarta Timur,Perempuan,1971-06-12,2023-11-27,,Married,0,SLTA,0.0,9.23,Marketing,Senior,14367647.5951779,,4,4,0
EM3019,Margana Zulaika,Kota Jakarta Barat,Perempuan,1997-05-20,2020-02-22,2024-05-02,Married,0,D3,6.0,9.3,Corporate Strategy & Communications,Staff,3995172.0,1.0,1,1,0
EM3725,Lembah Pangestu,Kota Jakarta Barat,Perempuan,2000-08-28,2024-10-20,,Single,0,S1,3.0,9.75,Service & Support,Junior,5344135.0,,2,2,1
EM12667,Bakianto Pertiwi,Kota Jakarta Timur,Laki-laki,1992-04-16,2021-07-05,,Married,0,S1,2.0,9.71,Engineering & IT,Junior,6236658.0,,1,2,0
EM3017,Respati Pangestu,Kabupaten Bekasi,Laki-laki,1977-02-28,2024-02-16,,Married,2,S1,2.0,9.32,Corporate Strategy & Communications,Senior,10923760.020787893,,3,4,0
EM6451,Gasti Rajata,Tangerang,Laki-laki,1989-08-18,2022-07-20,,Married,1,S1,0.0,9.49,Corporate Strategy & Communications,Junior,6418692.0,,3,1,0
EM7132,Dartono Siregar,Kabupaten Bekasi,Laki-laki,1974-02-06,2024-03-23,,Married,1,SLTA,10.0,9.06,Finance & Accounting,Senior,6378506.587271471,,4,3,0
EM8292,Lanang Adriansyah,Kota Jakarta Selatan,Perempuan,1985-06-15,2022-12-29,,Married,0,SLTA,7.0,9.4,Operations,Staff,2664335.0,1.0,1,2,0
EM9104,Kenari Yuniar,Kabupaten Bekasi,Laki-laki,1980-04-27,2020-02-20,2023-04-01,Married,3,D2,2.0,9.84,Finance & Accounting,Senior,8103358.128065443,1.0,3,4,0
EM10788,Karta Budiyanto,Kota Jakarta Selatan,Laki-laki,1984-05-27,2020-08-14,,Married,2,S1,2.0,9.45,HR,Junior,5968056.0,,3,1,0
EM9620,Vinsen Nugroho,Kepulauan Seribu,Perempuan,1980-09-13,2024-06-23,,Divorce,2,D3,2.0,9.09,Engineering & IT,Manager,7870598.766255326,,3,3,0
EM13128,Lurhur Widiastuti,Tangerang,Perempuan,1973-01-22,2021-10-11,,Married,2,SLTA,12.0,9.59,Service & Support,Senior,9000068.553010236,,4,3,0
EM13900,Emas Prayoga,Kota Jakarta Barat,Laki-laki,1970-07-02,2021-02-01,2024-05-03,Married,3,D2,2.0,9.26,HR,Senior,6945489.016375683,,4,3,0
EM14556,Mustika Adriansyah,Kota Depok,Perempuan,1987-09-25,2023-06-26,,Married,3,S1,4.0,9.51,Finance & Accounting,Junior,5953643.0,,2,3,0
EM2949,Embuh Wijayanti,Kota Jakarta Timur,Perempuan,1989-04-19,2020-07-03,2023-09-29,Married,1,D3,1.0,9.09,Finance & Accounting,Staff,3890931.0,,2,2,0
EM1494,Mumpuni Permata,Kota Jakarta Timur,Laki-laki,1981-12-22,2023-12-29,,Married,3,S1,2.0,9.34,Creative & Design,Manager,11926025.19871127,,3,3,0
EM0867,Maya Andriani,Kabupaten Bogor,Laki-laki,1998-05-05,2022-09-05,,Married,1,S1,3.0,9.5,Engineering & IT,Junior,5674195.0,,1,2,0
EM5835,Lasmanto Prasasta,Tangerang,Laki-laki,1977-01-11,2020-03-30,2023-04-27,Married,3,D3,5.0,9.48,Finance & Accounting,Senior,8502522.193536371,,4,3,0
EM10480,Anita Tamba,Tangerang,Laki-laki,1997-11-28,2023-10-23,,Single,0,SLTA,5.0,9.12,HR,Staff,2286041.0,1.0,1,1,0
EM0114,Ophelia Hardiansyah,Kota Jakarta Selatan,Perempuan,1994-02-15,2020-08-26,,Married,0,SLTA,13.0,9.73,Operations,Staff,1515625.0,,2,1,0
EM10434,Rosman Wahyuni,Kabupaten Bekasi,Perempuan,1969-09-16,2020-06-12,,Married,0,D2,4.0,9.76,Operations,Manager,7396098.97687718,,4,4,0
EM3983,Dariati Pranowo,Tangerang,Perempuan,1984-02-17,2023-01-26,2023-07-20,Married,2,SLTA,7.0,9.04,Marketing,Staff,1836657.0,,1,2,0
EM6666,Balapati Prabowo,Kota Jakarta Pusat,Perempuan,1989-03-26,2024-06-01,,Married,2,S1,2.0,9.52,Engineering & IT,Junior,6859813.0,,2,2,0
EM13119,Lamar Siregar,Tangerang,Laki-laki,1969-04-01,2020-09-25,,Married,2,D3,4.0,9.47,Service & Support,Senior,8371808.517499536,1.0,4,3,0
EM14923,Yani Nuraini,Kabupaten Bogor,Laki-laki,1988-09-16,2022-10-01,,Married,2,S1,0.0,9.1,Creative & Design,Junior,5951374.0,,2,2,0
EM8891,Cakrawangsa Handayani,Kabupaten Bogor,Laki-laki,1984-07-26,2020-04-11,2024-06-15,Married,2,SLTA,11.0,9.62,Creative & Design,Staff,2707740.0,,1,2,0
EM13030,Arsipatra Pradana,Kabupaten Bogor,Perempuan,1987-08-16,2020-11-13,2024-01-16,Married,3,SLTA,14.0,9.86,Operations,Staff,1354153.0,,1,1,0
EM12508,Empluk Pratiwi,Kota Jakarta Barat,Laki-laki,1983-09-24,2023-02-13,,Married,2,S1,0.0,9.73,Finance & Accounting,Manager,12875860.759928344,,4,4,0
EM11062,Prasetyo Tampubolon,Kota Jakarta Selatan,Perempuan,1976-03-10,2020-11-20,,Married,6,D1,2.0,9.31,Creative & Design,Manager,8792837.197951145,1.0,4,3,0
EM7577,Paulin Siregar,Kota Jakarta Timur,Perempuan,1977-04-13,2024-10-16,,Married,5,D1,6.0,9.49,Operations,Senior,8763851.24196874,1.0,3,3,1
EM8249,Ana Habibi,Kota Jakarta Selatan,Perempuan,1989-05-27,2020-09-18,,Married,3,S1,4.0,9.37,Operations,Junior,5758151.0,,3,1,0
EM4659,Titi Jailani,Kota Jakarta Barat,Perempuan,1982-12-01,2021-03-01,2024-06-28,Married,2,D3,9.0,9.76,Marketing,Senior,6612791.952554672,,4,3,0
EM7513,Calista Setiawan,Kota Jakarta Utara,Laki-laki,1974-01-20,2022-04-04,,Married,2,S1,3.0,9.29,Creative & Design,Manager,12850716.705023993,,4,4,0
EM3517,Indah Mandasari,Kota Jakarta Barat,Laki-laki,1978-12-25,2020-02-14,,Married,2,D1,0.0,9.74,HR,Senior,7835295.136571228,,4,4,0
EM15612,Adika Nugroho,Kota Jakarta Pusat,Laki-laki,1975-07-17,2023-10-10,,Married,2,SLTA,1.0,9.24,Finance & Accounting,Manager,14353995.086272482,,4,4,0
EM11284,Caraka Wastuti,Kota Jakarta Selatan,Perempuan,1992-06-29,2022-11-14,,Married,2,D2,5.0,9.54,Operations,Staff,3849604.0,,2,3,0
EM3616,Ivan Mardhiyah,Kabupaten Bekasi,Laki-laki,1993-07-24,2023-11-16,2024-02-28,Divorce,1,SLTA,15.0,9.34,Corporate Strategy & Communications,Staff,1105231.0,,1,2,0
EM7285,Kani Utama,Kota Jakarta Utara,Laki-laki,1981-01-14,2020-07-04,,Married,3,S1,2.0,9.55,Service & Support,Manager,12012013.994319309,,3,4,0
EM4875,Among Purnawati,Kabupaten Bogor,Laki-laki,1984-02-19,2024-03-13,,Married,2,S1,6.0,9.73,Engineering & IT,Junior,5381120.0,,3,2,0
EM11845,Mahesa Hastuti,Kota Jakarta Selatan,Perempuan,1988-05-05,2021-09-25,,Married,2,D1,3.0,9.08,HR,Staff,4568113.0,,1,2,0
EM2646,Kayun Situmorang,Kota Jakarta Barat,Perempuan,1980-07-24,2020-11-14,,Married,0,S1,2.0,9.7,Service & Support,Senior,11025515.167156996,,4,3,0
EM14874,Aditya Simbolon,Kota Jakarta Barat,Laki-laki,1993-07-09,2022-11-04,,Married,2,S1,1.0,9.61,Corporate Strategy & Communications,Junior,7158215.0,,1,1,0
EM0323,Faizah Pradana,Kota Bogor,Perempuan,1994-08-31,2023-11-13,2024-03-17,Single,0,SLTA,13.0,9.59,Engineering & IT,Staff,1237319.0,,1,1,0
EM2223,Lembah Padmasari,Tangerang,Perempuan,1993-11-03,2021-01-26,2024-02-23,Married,0,SLTA,9.0,9.63,Creative & Design,Staff,1234964.0,,2,1,0
EM11036,Wage Susanti,Kota Jakarta Selatan,Laki-laki,1982-06-22,2022-09-06,,Married,4,S1,3.0,9.02,Corporate Strategy & Communications,Senior,13263425.38219138,1.0,4,4,0
EM12839,Natalia Sinaga,Kabupaten Bekasi,Perempuan,1971-07-10,2020-02-02,,Married,5,SLTA,6.0,9.16,HR,Manager,8332714.295599424,1.0,3,4,0
EM4811,Betania Mulyani,Kabupaten Bogor,Laki-laki,1974-06-06,2020-07-05,,Married,4,S1,1.0,9.49,HR,Senior,13352395.281443886,,3,3,0
EM15562,Usman Tampubolon,Kota Jakarta Timur,Perempuan,1971-08-08,2020-11-05,,Married,2,S1,2.0,9.32,Finance & Accounting,Manager,10869578.767845102,1.0,4,4,0
EM2755,Anita Lazuardi,Kota Jakarta Timur,Laki-laki,1999-02-24,2023-10-31,2024-02-28,Single,0,D2,,9.61,Operations,Staff,4224945.0,,2,2,0
EM3875,Cengkir Pradana,Kota Bogor,Laki-laki,1990-02-04,2020-01-03,2024-09-30,Married,0,D3,7.0,9.16,Service & Support,Staff,3551846.0,,2,1,0
EM14901,Aurora Halimah,Kabupaten Bekasi,Laki-laki,1982-05-17,2023-10-21,,Married,2,D3,0.0,9.71,Operations,Senior,10398725.967815334,,3,4,0
EM14611,Cemplunk Januar,Kota Jakarta Barat,Laki-laki,1995-12-14,2023-11-13,2024-03-30,Married,0,D3,,9.25,Service & Support,Staff,3830155.0,,1,2,0
EM1873,Estiono Rahmawati,Kota Jakarta Pusat,Laki-laki,1983-02-02,2020-01-16,,Married,1,SLTA,10.0,9.74,Finance & Accounting,Manager,12330275.556078536,,4,4,0
EM11760,Gawati Winarsih,Kota Jakarta Utara,Laki-laki,1974-09-14,2022-12-09,,Married,0,D2,5.0,9.2,Creative & Design,Senior,8559675.441896359,,3,4,0
EM2251,Limar Jailani,Tangerang,Perempuan,1978-06-16,2023-04-15,,Married,2,S1,0.0,9.54,HR,Manager,15727945.775299456,,3,3,0
EM7329,Okto Rahayu,Kota Jakarta Pusat,Laki-laki,1994-04-01,2023-10-20,2024-04-11,Married,1,D2,1.0,9.63,Operations,Staff,4601161.0,,3,1,0
EM2848,Maria Mardhiyah,Kota Jakarta Timur,Laki-laki,1988-02-12,2023-09-14,,Married,2,D3,0.0,9.52,Creative & Design,Staff,3347962.0,1.0,2,2,0
EM15683,Praba Susanti,Tangerang,Perempuan,1991-06-18,2021-10-02,,Married,0,S1,0.0,9.73,Creative & Design,Junior,7579965.0,,3,3,0
EM3057,Bakiman Irawan,Kota Jakarta Timur,Laki-laki,1975-12-15,2020-06-19,2024-10-30,Married,2,D3,3.0,9.26,Operations,Senior,6930911.131616916,,3,3,0
